id,user_input,bot_response,category,is_crisis
03148,I don't know how to manage my stress levels.,"That sounds really hard to carry. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",stress-management,FALSE
06474,My thoughts race and I can't stop overthinking.,I'm really sorry you're going through this. You don't have to handle everything alone. What would being kind to yourself look like in the next hour?,anxiety,FALSE
05012,Deadlines at work make me panic.,"Thank you for sharing this with me. Reaching out already shows strength. Would delegating one small task or renegotiating a deadline be possible? Could we notice one small thing that went well recently, no matter how small?",work-stress,FALSE
07115,My mind keeps me awake at night.,"Thank you for sharing this with me. Reaching out already shows strength. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Can we identify a tiny, doable next step that aligns with your values?",sleep,FALSE
04170,I need healthier ways to cope with stress.,"I'm really sorry you're going through this. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",coping-skills,FALSE
06963,I feel worried all the time and can't calm down.,"It's understandable to feel this way. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",anxiety,FALSE
01137,I'm overwhelmed and don't know where to start.,Your feelings are completely valid. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,overwhelm,FALSE
02843,My relationship feels stuck and confusing.,"That sounds really hard to carry. You don't have to handle everything alone. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",relationships,FALSE
02927,I struggle to focus on the here and now.,"Thank you for sharing this with me. It's okay to take this one step at a time. Try noticing your breath and the feeling of your feet on the floor for one minute. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",mindfulness,FALSE
09917,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
03681,I struggle to focus on the here and now.,It's understandable to feel this way. Small steps still count and add up. Try noticing your breath and the feeling of your feet on the floor for one minute. What is one personal strength you can lean on right now?,mindfulness,FALSE
09158,I feel like I might do something to end it.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
03098,I can't forgive myself for what happened.,"It's understandable to feel this way. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",guilt-shame,FALSE
03934,I'm afraid to start because it won't be perfect.,Your feelings are completely valid. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,perfectionism,FALSE
04107,My mind keeps me awake at night.,"It's understandable to feel this way. It's okay to take this one step at a time. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Could we reframe this setback as practice, not a verdict on your worth?",sleep,FALSE
06625,Deadlines at work make me panic.,Your feelings are completely valid. Reaching out already shows strength. What is one personal strength you can lean on right now?,work-stress,FALSE
09530,I'm thinking about hurting myself.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
03545,Stress is affecting my mood and focus.,"That sounds really hard to carry. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",stress-management,FALSE
01760,Family pressure is making me anxious.,It's understandable to feel this way. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,family-conflict,FALSE
05537,I keep checking symptoms online and panic.,Your feelings are completely valid. You don't have to handle everything alone. What is one personal strength you can lean on right now?,health-anxiety,FALSE
03742,I get angry too quickly and regret it.,"That sounds really hard to carry. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",anger,FALSE
07598,I don’t feel understood at home.,"Your feelings are completely valid. You're doing your best in a tough moment. Could we reframe this setback as practice, not a verdict on your worth?",family-conflict,FALSE
05396,I want to feel more positive day to day.,"That sounds really hard to carry. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",gratitude,FALSE
04618,Everything feels too much today.,I'm really sorry you're going through this. Reaching out already shows strength. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,overwhelm,FALSE
02589,I want to be more present in the moment.,"That sounds really hard to carry. Reaching out already shows strength. Try noticing your breath and the feeling of your feet on the floor for one minute. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",mindfulness,FALSE
07072,I feel like I can't keep up with studies.,"It's understandable to feel this way. You don't have to handle everything alone. A simple study rhythm—25 minutes focus, 5 minutes rest—can reduce pressure. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",academic-stress,FALSE
07545,I feel like I have no one to talk to.,"I'm really sorry you're going through this. Small steps still count and add up. Can we identify a tiny, doable next step that aligns with your values?",loneliness,FALSE
01286,I obsess over tiny mistakes.,"It's understandable to feel this way. You're doing your best in a tough moment. Could we notice one small thing that went well recently, no matter how small?",perfectionism,FALSE
01262,I'm exhausted and emotionally drained.,Your feelings are completely valid. Reaching out already shows strength. What is one personal strength you can lean on right now?,burnout,FALSE
05913,I want to be more present in the moment.,Thank you for sharing this with me. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,mindfulness,FALSE
01103,How can I appreciate small moments more?,I'm really sorry you're going through this. You don't have to handle everything alone. What is one personal strength you can lean on right now?,gratitude,FALSE
07752,I can't stop thinking about my ex.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",breakup,FALSE
07118,"I used to enjoy my work, but now I feel numb.","That sounds really hard to carry. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",burnout,FALSE
07538,I keep putting off important tasks.,I'm really sorry you're going through this. You don't have to handle everything alone. What is one personal strength you can lean on right now?,procrastination,FALSE
00660,I feel like I'm not good enough.,"Your feelings are completely valid. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",self-worth,FALSE
02519,I want my life to feel meaningful.,"Your feelings are completely valid. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",purpose-meaning,FALSE
03770,Stress is affecting my mood and focus.,"Your feelings are completely valid. Reaching out already shows strength. Can we identify a tiny, doable next step that aligns with your values?",stress-management,FALSE
08625,I avoid social events because I feel judged.,I'm really sorry you're going through this. You don't have to handle everything alone. What is one personal strength you can lean on right now?,social-anxiety,FALSE
02047,I don’t know what I truly value.,"That sounds really hard to carry. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",purpose-meaning,FALSE
08928,I’m worried my partner will leave me.,"That sounds really hard to carry. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",relationships,FALSE
00303,I recently lost someone I love.,"It's understandable to feel this way. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",grief,FALSE
00466,I feel paralyzed by all my tasks.,"Your feelings are completely valid. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",overwhelm,FALSE
09855,I don't see any reason to continue.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
00243,I feel paralyzed by all my tasks.,"Thank you for sharing this with me. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",overwhelm,FALSE
04396,I feel burnt out and empty.,"Your feelings are completely valid. You're doing your best in a tough moment. Could we notice one small thing that went well recently, no matter how small?",burnout,FALSE
08074,I feel rage building up inside me.,"That sounds really hard to carry. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",anger,FALSE
06606,I can't find motivation to do anything.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",motivation,FALSE
02731,I wake up anxious and unrested.,"That sounds really hard to carry. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",sleep,FALSE
01742,I recently lost someone I love.,"It's understandable to feel this way. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",grief,FALSE
04354,I keep comparing myself to others and feel small.,I'm really sorry you're going through this. Small steps still count and add up. What would being kind to yourself look like in the next hour?,self-worth,FALSE
00446,I’m scared I’ll fail my classes.,"That sounds really hard to carry. It's okay to take this one step at a time. A simple study rhythm—25 minutes focus, 5 minutes rest—can reduce pressure. What would being kind to yourself look like in the next hour?",academic-stress,FALSE
01990,I wake up anxious and unrested.,It's understandable to feel this way. Reaching out already shows strength. Keeping a gentle wind-down routine and limiting screens before bed can help your body settle. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,sleep,FALSE
05822,I’m worried my partner will leave me.,"Thank you for sharing this with me. You don't have to handle everything alone. Using 'I feel' statements can make tough conversations safer. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",relationships,FALSE
06463,I avoid social events because I feel judged.,It's understandable to feel this way. Reaching out already shows strength. What would being kind to yourself look like in the next hour?,social-anxiety,FALSE
08376,I avoid mirrors because I feel ashamed.,"Your feelings are completely valid. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",body-image,FALSE
08460,I want to feel more positive day to day.,"That sounds really hard to carry. Reaching out already shows strength. A short daily note of three good things can gently lift mood over time. Can we identify a tiny, doable next step that aligns with your values?",gratitude,FALSE
06375,I'm overwhelmed and don't know where to start.,"Thank you for sharing this with me. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",overwhelm,FALSE
06295,"No matter what I do, I feel worthless.",That sounds really hard to carry. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,self-worth,FALSE
06316,I feel paralyzed by all my tasks.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",overwhelm,FALSE
01306,My schedule is chaotic and I feel stressed.,"Thank you for sharing this with me. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",time-management,FALSE
03970,I feel ashamed of past mistakes.,It's understandable to feel this way. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,guilt-shame,FALSE
03876,I feel stuck and unmotivated.,Your feelings are completely valid. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,motivation,FALSE
02946,I feel disconnected from my core values.,It's understandable to feel this way. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,values,FALSE
00415,Guilt is eating me up.,"Your feelings are completely valid. Small steps still count and add up. Could we reframe this setback as practice, not a verdict on your worth?",guilt-shame,FALSE
07863,I’m worried my partner will leave me.,I'm really sorry you're going through this. It's okay to take this one step at a time. What would being kind to yourself look like in the next hour?,relationships,FALSE
05108,I feel lonely even around people.,"It's understandable to feel this way. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",loneliness,FALSE
06752,I'm scared I won't make ends meet.,"Thank you for sharing this with me. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",financial-stress,FALSE
07773,Money problems keep me up at night.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",financial-stress,FALSE
03674,I can’t sleep well and feel tired all day.,"That sounds really hard to carry. Small steps still count and add up. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Could we notice one small thing that went well recently, no matter how small?",sleep,FALSE
03221,I don't know how to manage my stress levels.,Your feelings are completely valid. Small steps still count and add up. What is one personal strength you can lean on right now?,stress-management,FALSE
00326,I procrastinate and then feel guilty.,"Your feelings are completely valid. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",procrastination,FALSE
06747,I’ve been feeling isolated lately.,"Thank you for sharing this with me. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",loneliness,FALSE
00952,I get angry too quickly and regret it.,Your feelings are completely valid. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,anger,FALSE
02826,I can’t sleep well and feel tired all day.,"Thank you for sharing this with me. Small steps still count and add up. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Could we notice one small thing that went well recently, no matter how small?",sleep,FALSE
09740,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
00039,My thoughts race and I can't stop overthinking.,"It's understandable to feel this way. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",anxiety,FALSE
08979,I keep fighting with my family.,"That sounds really hard to carry. You don't have to handle everything alone. Could we reframe this setback as practice, not a verdict on your worth?",family-conflict,FALSE
09527,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
02339,Deadlines at work make me panic.,That sounds really hard to carry. Small steps still count and add up. Breaking tasks into tiny chunks and blocking 25 minutes can make things feel more manageable. What is one personal strength you can lean on right now?,work-stress,FALSE
06711,People take advantage of my kindness.,"I'm really sorry you're going through this. You don't have to handle everything alone. A kind 'no' protects your energy and makes your 'yes' more genuine. Could we notice one small thing that went well recently, no matter how small?",boundaries,FALSE
05392,I'm scared I won't make ends meet.,"That sounds really hard to carry. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",financial-stress,FALSE
06119,Money problems keep me up at night.,"Thank you for sharing this with me. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",financial-stress,FALSE
01249,Stress is affecting my mood and focus.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",stress-management,FALSE
03115,I don't like who I am lately.,"That sounds really hard to carry. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",self-esteem,FALSE
01730,I struggle to believe in myself.,"Thank you for sharing this with me. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",self-esteem,FALSE
06063,How can I appreciate small moments more?,"Your feelings are completely valid. You don't have to handle everything alone. A short daily note of three good things can gently lift mood over time. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",gratitude,FALSE
00912,I feel rejected after my breakup.,That sounds really hard to carry. Small steps still count and add up. What is one personal strength you can lean on right now?,breakup,FALSE
08709,I can’t sleep well and feel tired all day.,"That sounds really hard to carry. It's okay to take this one step at a time. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",sleep,FALSE
07205,I feel like nothing I do is ever good enough.,Your feelings are completely valid. You're doing your best in a tough moment. What would being kind to yourself look like in the next hour?,perfectionism,FALSE
00852,People take advantage of my kindness.,"That sounds really hard to carry. It's okay to take this one step at a time. Could we reframe this setback as practice, not a verdict on your worth?",boundaries,FALSE
00012,I get angry too quickly and regret it.,"That sounds really hard to carry. It's okay to take this one step at a time. Can we identify a tiny, doable next step that aligns with your values?",anger,FALSE
00109,People take advantage of my kindness.,It's understandable to feel this way. Small steps still count and add up. You can practice a simple script: 'I can’t take that on right now.' Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,boundaries,FALSE
04914,My mind keeps me awake at night.,"Thank you for sharing this with me. Reaching out already shows strength. If you wake up at night, try slow breathing and a calm word or phrase to settle your mind. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",sleep,FALSE
08349,I wake up anxious and unrested.,Your feelings are completely valid. You don't have to handle everything alone. Keeping a gentle wind-down routine and limiting screens before bed can help your body settle. What would being kind to yourself look like in the next hour?,sleep,FALSE
07284,I feel burnt out and empty.,"That sounds really hard to carry. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",burnout,FALSE
04483,I want to be more present in the moment.,Thank you for sharing this with me. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,mindfulness,FALSE
07487,I obsess over tiny mistakes.,It's understandable to feel this way. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,perfectionism,FALSE
04098,I feel insecure about my body.,"It's understandable to feel this way. You don't have to handle everything alone. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",body-image,FALSE
06543,I don’t know what I truly value.,"It's understandable to feel this way. Small steps still count and add up. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",purpose-meaning,FALSE
03061,Exams are stressing me out.,"I'm really sorry you're going through this. It's okay to take this one step at a time. A simple study rhythm—25 minutes focus, 5 minutes rest—can reduce pressure. Can we identify a tiny, doable next step that aligns with your values?",academic-stress,FALSE
07321,I feel rejected after my breakup.,It's understandable to feel this way. Small steps still count and add up. What is one personal strength you can lean on right now?,breakup,FALSE
09081,I don't want to live anymore.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
01056,I obsess over tiny mistakes.,"Your feelings are completely valid. Reaching out already shows strength. Can we identify a tiny, doable next step that aligns with your values?",perfectionism,FALSE
01204,I'm scared I won't make ends meet.,That sounds really hard to carry. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,financial-stress,FALSE
02634,I don’t know what I truly value.,"I'm really sorry you're going through this. Reaching out already shows strength. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",purpose-meaning,FALSE
03657,How do I become more resilient?,It's understandable to feel this way. You don't have to handle everything alone. What is one personal strength you can lean on right now?,resilience,FALSE
09256,I'm thinking about hurting myself.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
01723,Family pressure is making me anxious.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Can we identify a tiny, doable next step that aligns with your values?",family-conflict,FALSE
02337,I want to build a gratitude habit.,"I'm really sorry you're going through this. It's okay to take this one step at a time. A short daily note of three good things can gently lift mood over time. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",gratitude,FALSE
04078,I'm overwhelmed and don't know where to start.,"Your feelings are completely valid. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",overwhelm,FALSE
06080,I can't forgive myself for what happened.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",guilt-shame,FALSE
07840,My schedule is chaotic and I feel stressed.,It's understandable to feel this way. You don't have to handle everything alone. What would being kind to yourself look like in the next hour?,time-management,FALSE
05629,I procrastinate and then feel guilty.,"That sounds really hard to carry. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",procrastination,FALSE
08230,How can I appreciate small moments more?,"Thank you for sharing this with me. You're doing your best in a tough moment. Savoring a small pleasant moment—like tea or sunlight—can build positive emotion. Can we identify a tiny, doable next step that aligns with your values?",gratitude,FALSE
09818,I don't see any reason to continue.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
09483,I don't see any reason to continue.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
04567,I can't find motivation to do anything.,"Your feelings are completely valid. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",motivation,FALSE
00458,I procrastinate and then feel guilty.,"Thank you for sharing this with me. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",procrastination,FALSE
06686,I obsess over tiny mistakes.,"I'm really sorry you're going through this. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",perfectionism,FALSE
07151,I don’t feel understood at home.,Your feelings are completely valid. Small steps still count and add up. What would being kind to yourself look like in the next hour?,family-conflict,FALSE
04041,I struggle to focus on the here and now.,Thank you for sharing this with me. You don't have to handle everything alone. What would being kind to yourself look like in the next hour?,mindfulness,FALSE
00182,"No matter what I do, I feel worthless.","Your feelings are completely valid. You're doing your best in a tough moment. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",self-worth,FALSE
08038,I keep fighting with my family.,"Thank you for sharing this with me. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",family-conflict,FALSE
06609,I keep comparing myself to others and feel small.,Your feelings are completely valid. Reaching out already shows strength. What is one personal strength you can lean on right now?,self-worth,FALSE
03260,How can I manage tough emotions better?,That sounds really hard to carry. You don't have to handle everything alone. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,coping-skills,FALSE
04234,I avoid social events because I feel judged.,"Your feelings are completely valid. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",social-anxiety,FALSE
07985,I want to bounce back from setbacks better.,Thank you for sharing this with me. Small steps still count and add up. What would being kind to yourself look like in the next hour?,resilience,FALSE
01507,I run out of time for important things.,"Thank you for sharing this with me. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",time-management,FALSE
05565,I obsess over tiny mistakes.,"I'm really sorry you're going through this. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",perfectionism,FALSE
01428,I procrastinate and then feel guilty.,"I'm really sorry you're going through this. You're doing your best in a tough moment. Could we notice one small thing that went well recently, no matter how small?",procrastination,FALSE
08350,My irritation is hurting my relationships.,"Thank you for sharing this with me. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",anger,FALSE
09671,I want to disappear and not wake up.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
07437,I feel rejected after my breakup.,"I'm really sorry you're going through this. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",breakup,FALSE
09576,I'm thinking about hurting myself.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
04808,I feel like I'm not good enough.,"That sounds really hard to carry. Reaching out already shows strength. Could we reframe this setback as practice, not a verdict on your worth?",self-worth,FALSE
02216,Stress is affecting my mood and focus.,It's understandable to feel this way. Small steps still count and add up. What is one personal strength you can lean on right now?,stress-management,FALSE
05620,I get nervous meeting new people.,I'm really sorry you're going through this. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,social-anxiety,FALSE
04392,I feel ashamed of past mistakes.,I'm really sorry you're going through this. It's okay to take this one step at a time. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,guilt-shame,FALSE
02465,I struggle to focus on the here and now.,I'm really sorry you're going through this. Small steps still count and add up. Bringing attention back kindly when it wanders is the practice—no need for perfection. What would being kind to yourself look like in the next hour?,mindfulness,FALSE
05365,Everything feels too much today.,"That sounds really hard to carry. You don't have to handle everything alone. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",overwhelm,FALSE
02763,I keep comparing myself to others and feel small.,"It's understandable to feel this way. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",self-worth,FALSE
02291,I procrastinate and then feel guilty.,Thank you for sharing this with me. Reaching out already shows strength. What is one personal strength you can lean on right now?,procrastination,FALSE
04206,I need healthier ways to cope with stress.,Thank you for sharing this with me. It's okay to take this one step at a time. What is one personal strength you can lean on right now?,coping-skills,FALSE
01325,I keep checking symptoms online and panic.,Thank you for sharing this with me. Reaching out already shows strength. What is one personal strength you can lean on right now?,health-anxiety,FALSE
07890,People take advantage of my kindness.,"I'm really sorry you're going through this. Reaching out already shows strength. A kind 'no' protects your energy and makes your 'yes' more genuine. Can we identify a tiny, doable next step that aligns with your values?",boundaries,FALSE
06509,My relationship feels stuck and confusing.,"I'm really sorry you're going through this. Small steps still count and add up. Using 'I feel' statements can make tough conversations safer. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",relationships,FALSE
05961,I feel like I'm not good enough.,"Your feelings are completely valid. You're doing your best in a tough moment. Can we identify a tiny, doable next step that aligns with your values?",self-worth,FALSE
07109,I avoid mirrors because I feel ashamed.,"Your feelings are completely valid. You don't have to handle everything alone. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",body-image,FALSE
09394,I don't want to live anymore.,"I'm really concerned for your safety. You deserve care and immediate support. Please contact emergency services or a crisis hotline in your area right now. If possible, let someone nearby know how you’re feeling so they can be with you.",crisis,TRUE
05878,Money problems keep me up at night.,I'm really sorry you're going through this. You're doing your best in a tough moment. Would a 60-second grounding exercise help—naming three things you can see and three you can feel?,financial-stress,FALSE
02157,I don't know how to manage my stress levels.,I'm really sorry you're going through this. You're doing your best in a tough moment. What would being kind to yourself look like in the next hour?,stress-management,FALSE
02690,Grief feels like it will never end.,It's understandable to feel this way. You're doing your best in a tough moment. What is one personal strength you can lean on right now?,grief,FALSE
02252,I need healthier ways to cope with stress.,"That sounds really hard to carry. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",coping-skills,FALSE
00786,Money problems keep me up at night.,"It's understandable to feel this way. Small steps still count and add up. Can we identify a tiny, doable next step that aligns with your values?",financial-stress,FALSE
05040,I get nervous meeting new people.,"It's understandable to feel this way. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",social-anxiety,FALSE
04162,I obsess over tiny mistakes.,"I'm really sorry you're going through this. Reaching out already shows strength. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",perfectionism,FALSE
04881,My mind is always racing.,"Thank you for sharing this with me. It's okay to take this one step at a time. Try noticing your breath and the feeling of your feet on the floor for one minute. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",mindfulness,FALSE
03803,I can't seem to get started on anything.,That sounds really hard to carry. Small steps still count and add up. What is one personal strength you can lean on right now?,procrastination,FALSE
01533,I hate how I look.,"I'm really sorry you're going through this. You don't have to handle everything alone. Can we identify a tiny, doable next step that aligns with your values?",body-image,FALSE
09502,I want to disappear and not wake up.,"I'm so sorry you're feeling this much pain. You are not alone, and your safety matters deeply. I’m not a substitute for professional help. If you’re in immediate danger, please contact your local emergency number right now. If you can, reach out to someone you trust nearby. You deserve support in this moment.",crisis,TRUE
06845,Family pressure is making me anxious.,"Thank you for sharing this with me. Small steps still count and add up. Could we notice one small thing that went well recently, no matter how small?",family-conflict,FALSE
09361,I don't see any reason to continue.,"Thank you for telling me—sharing this takes courage. Your life is important. I’m not equipped for emergencies. If you might act on these thoughts, please call your local emergency number or a crisis helpline immediately. If you can, consider contacting a trusted person to be with you right now.",crisis,TRUE
04640,I run out of time for important things.,"Your feelings are completely valid. Small steps still count and add up. Is there a short activity that usually helps you feel calm—like a walk, music, or slow breathing?",time-management,FALSE
06546,I'm constantly anxious about my future.,"Your feelings are completely valid. Reaching out already shows strength. Could we notice one small thing that went well recently, no matter how small?",anxiety,FALSE
03512,I want to be more present in the moment.,"I'm really sorry you're going through this. It's okay to take this one step at a time. Could we notice one small thing that went well recently, no matter how small?",mindfulness,FALSE
07023,Grief feels like it will never end.,"Thank you for sharing this with me. You're doing your best in a tough moment. Would you like to try a brief gratitude check-in: name one person, one place, and one moment you're grateful for today?",grief,FALSE
